run,step,split,layer,metric,value
moe32_lr1e-3_wd3.2_j3472767,2471,train,5,max_load_frac,0.04098320007324219
moe32_lr1e-3_wd3.2_j3472767,2471,train,6,max_load_frac,0.04064369201660156
moe32_lr1e-3_wd3.2_j3472767,2471,train,7,max_load_frac,0.0466156005859375
moe32_lr1e-3_wd3.2_j3472767,2471,train,8,max_load_frac,0.048187255859375
moe32_lr1e-3_wd3.2_j3472767,2471,train,9,max_load_frac,0.042919158935546875
moe32_lr1e-3_wd3.2_j3472767,2471,train,10,max_load_frac,0.0483245849609375
moe32_lr1e-3_wd3.2_j3472767,2471,train,11,max_load_frac,0.04827308654785156
moe32_lr1e-3_wd3.2_j3472767,2471,train,12,max_load_frac,0.05130577087402344
moe32_lr1e-3_wd3.2_j3472767,2471,train,13,max_load_frac,0.04732704162597656
moe32_lr1e-3_wd3.2_j3472767,2471,train,14,max_load_frac,0.05434417724609375
moe32_lr1e-3_wd3.2_j3472767,2471,train,15,max_load_frac,0.04178810119628906
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,0,topk_jaccard,0.6887103915214539
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,1,topk_jaccard,0.6474249958992004
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,2,topk_jaccard,0.5413882732391357
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,3,topk_jaccard,0.6652033925056458
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,4,topk_jaccard,0.6939035058021545
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,5,topk_jaccard,0.6316229104995728
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,6,topk_jaccard,0.6062570214271545
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,7,topk_jaccard,0.5992763638496399
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,8,topk_jaccard,0.5411761999130249
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,9,topk_jaccard,0.5319517254829407
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,10,topk_jaccard,0.5307196974754333
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,11,topk_jaccard,0.48045453429222107
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,12,topk_jaccard,0.5025585293769836
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,13,topk_jaccard,0.5106428861618042
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,14,topk_jaccard,0.5180029273033142
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,15,topk_jaccard,0.5110198855400085
moe32_lr1e-3_wd3.2_j3472767,2471,train,0,top1_agreement,0.930328369140625
moe32_lr1e-3_wd3.2_j3472767,2471,train,1,top1_agreement,0.8728790283203125
moe32_lr1e-3_wd3.2_j3472767,2471,train,2,top1_agreement,0.71258544921875
moe32_lr1e-3_wd3.2_j3472767,2471,train,3,top1_agreement,0.8172760009765625
moe32_lr1e-3_wd3.2_j3472767,2471,train,4,top1_agreement,0.7887725830078125
moe32_lr1e-3_wd3.2_j3472767,2471,train,5,top1_agreement,0.7231292724609375
moe32_lr1e-3_wd3.2_j3472767,2471,train,6,top1_agreement,0.70391845703125
moe32_lr1e-3_wd3.2_j3472767,2471,train,7,top1_agreement,0.7071380615234375
moe32_lr1e-3_wd3.2_j3472767,2471,train,8,top1_agreement,0.6772918701171875
moe32_lr1e-3_wd3.2_j3472767,2471,train,9,top1_agreement,0.71502685546875
moe32_lr1e-3_wd3.2_j3472767,2471,train,10,top1_agreement,0.6620941162109375
moe32_lr1e-3_wd3.2_j3472767,2471,train,11,top1_agreement,0.7871856689453125
moe32_lr1e-3_wd3.2_j3472767,2471,train,12,top1_agreement,0.69915771484375
moe32_lr1e-3_wd3.2_j3472767,2471,train,13,top1_agreement,0.703369140625
moe32_lr1e-3_wd3.2_j3472767,2471,train,14,top1_agreement,0.7361297607421875
moe32_lr1e-3_wd3.2_j3472767,2471,train,15,top1_agreement,0.718597412109375
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,0,max_load_frac,0.0395965576171875
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,1,max_load_frac,0.03905296325683594
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,2,max_load_frac,0.0582427978515625
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,3,max_load_frac,0.05115699768066406
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,4,max_load_frac,0.03981208801269531
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,5,max_load_frac,0.04852485656738281
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,6,max_load_frac,0.043399810791015625
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,7,max_load_frac,0.04458045959472656
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,8,max_load_frac,0.04650306701660156
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,9,max_load_frac,0.04377555847167969
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,10,max_load_frac,0.049968719482421875
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,11,max_load_frac,0.04966545104980469
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,12,max_load_frac,0.04632759094238281
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,13,max_load_frac,0.04578208923339844
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,14,max_load_frac,0.05583381652832031
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,15,max_load_frac,0.043476104736328125
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,0,top1_agreement,0.9441986083984375
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,1,top1_agreement,0.8842010498046875
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,2,top1_agreement,0.7057342529296875
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,3,top1_agreement,0.819061279296875
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,4,top1_agreement,0.8048248291015625
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,5,top1_agreement,0.733245849609375
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,6,top1_agreement,0.7273101806640625
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,7,top1_agreement,0.7216644287109375
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,8,top1_agreement,0.6780853271484375
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,9,top1_agreement,0.7237396240234375
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,10,top1_agreement,0.6697540283203125
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,11,top1_agreement,0.793121337890625
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,12,top1_agreement,0.706878662109375
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,13,top1_agreement,0.713836669921875
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,14,top1_agreement,0.7311859130859375
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,15,top1_agreement,0.7218475341796875
moe32_lr1e-3_wd3.2_j3472767,2471,train,0,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,0,entropy_marginal,0.9999459981918335
moe32_lr1e-3_wd3.2_j3472767,2471,train,1,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,1,entropy_marginal,0.9998671412467957
moe32_lr1e-3_wd3.2_j3472767,2471,train,2,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,2,entropy_marginal,0.9995829463005066
moe32_lr1e-3_wd3.2_j3472767,2471,train,3,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,3,entropy_marginal,0.9979634284973145
moe32_lr1e-3_wd3.2_j3472767,2471,train,4,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,4,entropy_marginal,0.9991183876991272
moe32_lr1e-3_wd3.2_j3472767,2471,train,5,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,5,entropy_marginal,0.9992391467094421
moe32_lr1e-3_wd3.2_j3472767,2471,train,6,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,6,entropy_marginal,0.9990950226783752
moe32_lr1e-3_wd3.2_j3472767,2471,train,7,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,7,entropy_marginal,0.9991844296455383
moe32_lr1e-3_wd3.2_j3472767,2471,train,8,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,8,entropy_marginal,0.999346137046814
moe32_lr1e-3_wd3.2_j3472767,2471,train,9,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,9,entropy_marginal,0.9989484548568726
moe32_lr1e-3_wd3.2_j3472767,2471,train,10,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,10,entropy_marginal,0.9992508888244629
moe32_lr1e-3_wd3.2_j3472767,2471,train,11,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,11,entropy_marginal,0.99810791015625
moe32_lr1e-3_wd3.2_j3472767,2471,train,12,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,12,entropy_marginal,0.999077558517456
moe32_lr1e-3_wd3.2_j3472767,2471,train,13,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,13,entropy_marginal,0.9992992877960205
moe32_lr1e-3_wd3.2_j3472767,2471,train,14,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,14,entropy_marginal,0.9986966848373413
moe32_lr1e-3_wd3.2_j3472767,2471,train,15,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,train,15,entropy_marginal,0.9983797073364258
moe32_lr1e-3_wd3.2_j3472767,2471,train,0,effective_experts,31.9940128326416
moe32_lr1e-3_wd3.2_j3472767,2471,train,1,effective_experts,31.985271453857422
moe32_lr1e-3_wd3.2_j3472767,2471,train,2,effective_experts,31.95378303527832
moe32_lr1e-3_wd3.2_j3472767,2471,train,3,effective_experts,31.774930953979492
moe32_lr1e-3_wd3.2_j3472767,2471,train,4,effective_experts,31.90237808227539
moe32_lr1e-3_wd3.2_j3472767,2471,train,5,effective_experts,31.915733337402344
moe32_lr1e-3_wd3.2_j3472767,2471,train,6,effective_experts,31.899789810180664
moe32_lr1e-3_wd3.2_j3472767,2471,train,7,effective_experts,31.90967559814453
moe32_lr1e-3_wd3.2_j3472767,2471,train,8,effective_experts,31.927568435668945
moe32_lr1e-3_wd3.2_j3472767,2471,train,9,effective_experts,31.88359260559082
moe32_lr1e-3_wd3.2_j3472767,2471,train,10,effective_experts,31.91702651977539
moe32_lr1e-3_wd3.2_j3472767,2471,train,11,effective_experts,31.790843963623047
moe32_lr1e-3_wd3.2_j3472767,2471,train,12,effective_experts,31.89786148071289
moe32_lr1e-3_wd3.2_j3472767,2471,train,13,effective_experts,31.922382354736328
moe32_lr1e-3_wd3.2_j3472767,2471,train,14,effective_experts,31.85578155517578
moe32_lr1e-3_wd3.2_j3472767,2471,train,15,effective_experts,31.820804595947266
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,0,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,0,entropy_marginal,0.9999274015426636
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,1,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,1,entropy_marginal,0.9998401403427124
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,2,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,2,entropy_marginal,0.999690592288971
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,3,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,3,entropy_marginal,0.9981140494346619
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,4,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,4,entropy_marginal,0.9991242289543152
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,5,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,5,entropy_marginal,0.9990410804748535
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,6,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,6,entropy_marginal,0.998772382736206
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,7,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,7,entropy_marginal,0.9993380308151245
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,8,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,8,entropy_marginal,0.9994789361953735
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,9,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,9,entropy_marginal,0.9990763068199158
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,10,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,10,entropy_marginal,0.999464213848114
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,11,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,11,entropy_marginal,0.9986311197280884
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,12,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,12,entropy_marginal,0.9989542961120605
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,13,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,13,entropy_marginal,0.9991917014122009
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,14,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,14,entropy_marginal,0.9985857009887695
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,15,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,15,entropy_marginal,0.9979957342147827
moe32_lr1e-3_wd3.2_j3472767,2471,train,0,mutual_information,0.009984402917325497
moe32_lr1e-3_wd3.2_j3472767,2471,train,1,mutual_information,0.009881419129669666
moe32_lr1e-3_wd3.2_j3472767,2471,train,2,mutual_information,0.009569239802658558
moe32_lr1e-3_wd3.2_j3472767,2471,train,3,mutual_information,0.06551385670900345
moe32_lr1e-3_wd3.2_j3472767,2471,train,4,mutual_information,0.07744542509317398
moe32_lr1e-3_wd3.2_j3472767,2471,train,5,mutual_information,0.05328437685966492
moe32_lr1e-3_wd3.2_j3472767,2471,train,6,mutual_information,0.05528301000595093
moe32_lr1e-3_wd3.2_j3472767,2471,train,7,mutual_information,0.04837462306022644
moe32_lr1e-3_wd3.2_j3472767,2471,train,8,mutual_information,0.033011600375175476
moe32_lr1e-3_wd3.2_j3472767,2471,train,9,mutual_information,0.038158874958753586
moe32_lr1e-3_wd3.2_j3472767,2471,train,10,mutual_information,0.03820168972015381
moe32_lr1e-3_wd3.2_j3472767,2471,train,11,mutual_information,0.053432218730449677
moe32_lr1e-3_wd3.2_j3472767,2471,train,12,mutual_information,0.03926078602671623
moe32_lr1e-3_wd3.2_j3472767,2471,train,13,mutual_information,0.03754390403628349
moe32_lr1e-3_wd3.2_j3472767,2471,train,14,mutual_information,0.04131853207945824
moe32_lr1e-3_wd3.2_j3472767,2471,train,15,mutual_information,0.04383184015750885
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,0,effective_experts,31.991947174072266
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,1,effective_experts,31.98227310180664
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,2,effective_experts,31.96570587158203
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,3,effective_experts,31.79152488708496
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,4,effective_experts,31.903017044067383
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,5,effective_experts,31.893827438354492
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,6,effective_experts,31.864139556884766
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,7,effective_experts,31.926671981811523
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,8,effective_experts,31.942262649536133
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,9,effective_experts,31.897720336914062
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,10,effective_experts,31.940631866455078
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,11,effective_experts,31.848546981811523
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,12,effective_experts,31.884241104125977
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,13,effective_experts,31.910478591918945
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,14,effective_experts,31.84353256225586
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,15,effective_experts,31.778488159179688
moe32_lr1e-3_wd3.2_j3472767,2471,train,0,entropy_conditional,0.9899616241455078
moe32_lr1e-3_wd3.2_j3472767,2471,train,1,entropy_conditional,0.9899857640266418
moe32_lr1e-3_wd3.2_j3472767,2471,train,2,entropy_conditional,0.9900137186050415
moe32_lr1e-3_wd3.2_j3472767,2471,train,3,entropy_conditional,0.9324495792388916
moe32_lr1e-3_wd3.2_j3472767,2471,train,4,entropy_conditional,0.9216729998588562
moe32_lr1e-3_wd3.2_j3472767,2471,train,5,entropy_conditional,0.9459547996520996
moe32_lr1e-3_wd3.2_j3472767,2471,train,6,entropy_conditional,0.9438120126724243
moe32_lr1e-3_wd3.2_j3472767,2471,train,7,entropy_conditional,0.9508097767829895
moe32_lr1e-3_wd3.2_j3472767,2471,train,8,entropy_conditional,0.9663345813751221
moe32_lr1e-3_wd3.2_j3472767,2471,train,9,entropy_conditional,0.9607896208763123
moe32_lr1e-3_wd3.2_j3472767,2471,train,10,entropy_conditional,0.9610491991043091
moe32_lr1e-3_wd3.2_j3472767,2471,train,11,entropy_conditional,0.9446756839752197
moe32_lr1e-3_wd3.2_j3472767,2471,train,12,entropy_conditional,0.9598167538642883
moe32_lr1e-3_wd3.2_j3472767,2471,train,13,entropy_conditional,0.9617553949356079
moe32_lr1e-3_wd3.2_j3472767,2471,train,14,entropy_conditional,0.9573781490325928
moe32_lr1e-3_wd3.2_j3472767,2471,train,15,entropy_conditional,0.9545478224754333
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,0,mutual_information,0.009717179462313652
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,1,mutual_information,0.009958382695913315
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,2,mutual_information,0.009069317951798439
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,3,mutual_information,0.06614126265048981
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,4,mutual_information,0.07868272066116333
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,5,mutual_information,0.05602608248591423
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,6,mutual_information,0.05873962491750717
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,7,mutual_information,0.04996487498283386
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,8,mutual_information,0.03439606353640556
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,9,mutual_information,0.038057319819927216
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,10,mutual_information,0.037703655660152435
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,11,mutual_information,0.05590240657329559
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,12,mutual_information,0.03989474102854729
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,13,mutual_information,0.03635445237159729
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,14,mutual_information,0.03961761295795441
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,15,mutual_information,0.042692456394433975
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,0,entropy_conditional,0.9902101755142212
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,1,entropy_conditional,0.9898817539215088
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,2,entropy_conditional,0.9906212687492371
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,3,entropy_conditional,0.9319728016853333
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,4,entropy_conditional,0.9204415082931519
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,5,entropy_conditional,0.9430149793624878
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,6,entropy_conditional,0.9400327205657959
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,7,entropy_conditional,0.949373185634613
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,8,entropy_conditional,0.9650828838348389
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,9,entropy_conditional,0.961018979549408
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,10,entropy_conditional,0.9617605209350586
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,11,entropy_conditional,0.9427287578582764
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,12,entropy_conditional,0.9590595960617065
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,13,entropy_conditional,0.9628372192382812
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,14,entropy_conditional,0.9589681029319763
moe32_lr1e-3_wd3.2_j3472767,2471,heldout,15,entropy_conditional,0.9553032517433167
moe32_lr1e-3_wd3.2_j3472767,2824,train,-1,margin_p10,0.004136861767619848
moe32_lr1e-3_wd3.2_j3472767,2824,train,-1,margin_mean,0.04800298064947128
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,-1,margin_p10,0.004312233999371529
moe32_lr1e-3_wd3.2_j3472767,2824,train,-1,topk_jaccard,0.5833566188812256
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,-1,margin_mean,0.04876995086669922
moe32_lr1e-3_wd3.2_j3472767,2824,train,-1,max_load_frac,0.0459522008895874
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,-1,topk_jaccard,0.5832581520080566
moe32_lr1e-3_wd3.2_j3472767,2824,train,-1,top1_agreement,0.7525310516357422
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,-1,max_load_frac,0.046144723892211914
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,-1,top1_agreement,0.7608041763305664
moe32_lr1e-3_wd3.2_j3472767,2824,train,-1,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2824,train,-1,entropy_marginal,0.9990037083625793
moe32_lr1e-3_wd3.2_j3472767,2824,train,-1,effective_experts,31.88976287841797
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,-1,dead_expert_frac,0
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,-1,entropy_marginal,0.9989473223686218
moe32_lr1e-3_wd3.2_j3472767,2824,train,0,margin_p10,0.0017117485404014587
moe32_lr1e-3_wd3.2_j3472767,2824,train,1,margin_p10,0.0025412924587726593
moe32_lr1e-3_wd3.2_j3472767,2824,train,2,margin_p10,0.0014367494732141495
moe32_lr1e-3_wd3.2_j3472767,2824,train,3,margin_p10,0.00616246834397316
moe32_lr1e-3_wd3.2_j3472767,2824,train,4,margin_p10,0.006789389997720718
moe32_lr1e-3_wd3.2_j3472767,2824,train,5,margin_p10,0.0040114931762218475
moe32_lr1e-3_wd3.2_j3472767,2824,train,6,margin_p10,0.004186123609542847
moe32_lr1e-3_wd3.2_j3472767,2824,train,7,margin_p10,0.004052747040987015
moe32_lr1e-3_wd3.2_j3472767,2824,train,8,margin_p10,0.003067249432206154
moe32_lr1e-3_wd3.2_j3472767,2824,train,9,margin_p10,0.003703594207763672
moe32_lr1e-3_wd3.2_j3472767,2824,train,10,margin_p10,0.003238929435610771
moe32_lr1e-3_wd3.2_j3472767,2824,train,11,margin_p10,0.00671977736055851
moe32_lr1e-3_wd3.2_j3472767,2824,train,12,margin_p10,0.003787050023674965
moe32_lr1e-3_wd3.2_j3472767,2824,train,13,margin_p10,0.004121929407119751
moe32_lr1e-3_wd3.2_j3472767,2824,train,14,margin_p10,0.00515374168753624
moe32_lr1e-3_wd3.2_j3472767,2824,train,15,margin_p10,0.005505504086613655
moe32_lr1e-3_wd3.2_j3472767,2824,train,-1,mutual_information,0.04138319566845894
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,-1,effective_experts,31.883562088012695
moe32_lr1e-3_wd3.2_j3472767,2824,train,-1,entropy_conditional,0.9576205015182495
moe32_lr1e-3_wd3.2_j3472767,2824,train,0,margin_mean,0.012698685750365257
moe32_lr1e-3_wd3.2_j3472767,2824,train,1,margin_mean,0.017174405977129936
moe32_lr1e-3_wd3.2_j3472767,2824,train,2,margin_mean,0.018470656126737595
moe32_lr1e-3_wd3.2_j3472767,2824,train,3,margin_mean,0.07257887721061707
moe32_lr1e-3_wd3.2_j3472767,2824,train,4,margin_mean,0.08256156742572784
moe32_lr1e-3_wd3.2_j3472767,2824,train,5,margin_mean,0.05075611174106598
moe32_lr1e-3_wd3.2_j3472767,2824,train,6,margin_mean,0.06043500453233719
moe32_lr1e-3_wd3.2_j3472767,2824,train,7,margin_mean,0.05005824565887451
moe32_lr1e-3_wd3.2_j3472767,2824,train,8,margin_mean,0.03574499115347862
moe32_lr1e-3_wd3.2_j3472767,2824,train,9,margin_mean,0.04667578265070915
moe32_lr1e-3_wd3.2_j3472767,2824,train,10,margin_mean,0.043526116758584976
moe32_lr1e-3_wd3.2_j3472767,2824,train,11,margin_mean,0.07922376692295074
moe32_lr1e-3_wd3.2_j3472767,2824,train,12,margin_mean,0.04738282412290573
moe32_lr1e-3_wd3.2_j3472767,2824,train,13,margin_mean,0.044821638613939285
moe32_lr1e-3_wd3.2_j3472767,2824,train,14,margin_mean,0.04938393086194992
moe32_lr1e-3_wd3.2_j3472767,2824,train,15,margin_mean,0.05655510723590851
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,0,margin_p10,0.001956397667527199
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,1,margin_p10,0.002944592386484146
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,2,margin_p10,0.001368001103401184
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,3,margin_p10,0.006484087556600571
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,4,margin_p10,0.007505781948566437
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,5,margin_p10,0.004132736474275589
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,6,margin_p10,0.00459100678563118
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,7,margin_p10,0.00416361540555954
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,8,margin_p10,0.003167407587170601
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,9,margin_p10,0.003719151020050049
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,10,margin_p10,0.0032053347676992416
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,11,margin_p10,0.006933119148015976
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,12,margin_p10,0.00384732149541378
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,13,margin_p10,0.004280680790543556
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,14,margin_p10,0.005104724317789078
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,15,margin_p10,0.005591787397861481
moe32_lr1e-3_wd3.2_j3472767,2824,heldout,-1,mutual_information,0.04159659519791603
moe32_lr1e-3_wd3.2_j3472767,2824,train,0,topk_jaccard,0.698674738407135
moe32_lr1e-3_wd3.2_j3472767,2824,train,1,topk_jaccard,0.6601653695106506
moe32_lr1e-3_wd3.2_j3472767,2824,train,2,topk_jaccard,0.5676059722900391
moe32_lr1e-3_wd3.2_j3472767,2824,train,3,topk_jaccard,0.6844902634620667
moe32_lr1e-3_wd3.2_j3472767,2824,train,4,topk_jaccard,0.7022694945335388
moe32_lr1e-3_wd3.2_j3472767,2824,train,5,topk_jaccard,0.6484923958778381
moe32_lr1e-3_wd3.2_j3472767,2824,train,6,topk_jaccard,0.6142435073852539
